81e45852-2b10-4b22-853d-c37c3fb270b1,Restrict External Egress Connections,"This TracingPolicyNamespaced enforces egress control by monitoring tcp_connect calls from selected pods, blocking traffic to external destinations outside the pod and service CIDRs. Ideal for isolating workloads from unauthorized external communication.",TETRAGON,network-egress-cluster.yaml,SNFOK:ROOT,,2025-05-26 19:11:43.500917+00,
030faa72-5b94-445c-8b39-61b682fd0802,Enforce Egress Restriction with SIGKILL,"This TracingPolicyNamespaced uses a tcp_connect kprobe to detect unauthorized egress attempts from selected pods. If a destination IP is outside the loopback, pod, or service CIDRs, the offending process is immediately terminated with a SIGKILL.",TETRAGON,network-egress-cluster-enforce.yaml,SNFOK:ROOT,,2025-05-26 19:12:54.897456+00,
4dfd509b-5b15-4c84-b884-b32fd1d56b25,Sensitive File Access Enforcement,"This policy monitors and blocks unauthorized read/write/mmap/truncate operations on critical system files and directories using multiple LSM hooks. On detection, the offending process is forcefully terminated with SIGKILL to prevent potential compromise or tampering.",TETRAGON,file-monitoring.yaml,SNFOK:ROOT,,2025-05-26 19:14:10.830506+00,
9be847da-9fe4-4190-98e0-6461b811a125,Secure Runtime File Access Enforcement,"This policy enforces strict runtime controls on file reads, writes, mmap, and truncation targeting sensitive system paths using Cilium Tetragon. It uses kprobes to monitor kernel functions and terminates pods attempting unauthorized access to critical files or directories.",TETRAGON,file-monitoring-enforce.yaml,SNFOK:ROOT,,2025-05-26 19:15:30.035369+00,
cb8f746b-6edf-4fe1-a773-617ae9af7852,Privilege Escalation Detection,"Monitors processes attempting to escalate privileges via UID/GID changes, user namespaces, or capability modifications. Detects suspicious setuid, capset, and related syscalls.",TETRAGON,policylibrary/privileges/privileges-raise.yaml,SNFOK:ROOT,,2025-05-26 19:18:10.439+00,
a889ac45-d5bb-498b-9342-d67498b43aa2,Privilege Escalation Detection via UID/GID Transitions to Root,"Monitors key kernel functions where processes attempt to set UID/GID values to root (0), flagging potential privilege escalation events with per-minute rate-limited alerts.",TETRAGON,policylibrary/privileges/privileges-setuid-root.yaml,SNFOK:ROOT,,2025-05-26 19:19:42.450491+00,
6fadf98e-5fe9-4e01-87c3-a1d6dde4e0f7,Outbound Network Traffic Monitor,Detects TCP connections from pods to IP addresses outside the cluster’s CIDR ranges to flag potential exfiltration or policy violations.,TETRAGON,policylibrary/egress.yaml,SNFOK:ROOT,,2025-05-26 19:21:58.015362+00,
2ef76ed1-919e-4738-a3cb-2b178c896c8c,Process Credentials Installed Monitoring,"Monitors calls to commit_creds() that install new credentials on processes within PID namespaces, capturing privilege changes during exec, fork, and namespace modifications. Generates frequent events with rate limiting to control volume.",TETRAGON,tracingpolicy/process-credentials/process-creds-installed.yaml,SNFOK:ROOT,,2025-05-26 19:40:13.927774+00,
5b37fed7-bda8-4278-ad21-267a9be95083,Kernel Module Operations Monitoring,"Tracks automatic and explicit kernel module loads by monitoring module requests and file reads, providing real-time alerts on module activity.",TETRAGON,policylibrary/modules.yaml,SNFOK:ROOT,,2025-05-26 19:24:04.864355+00,
c8ca056b-c2d2-4f31-b55e-d2d3aae90371,Process Credential Changes at Syscalls,"Monitors processes within PID namespaces attempting to change credentials via key system calls like setuid(), setgid(), setreuid(), and others, tracking privilege modifications at the syscall level. Designed to exclude host namespace by default for focused container or namespace-level visibility.",TETRAGON,tracingpolicy/process-credentials/process.credentials.changes.at.syscalls.yaml,SNFOK:ROOT,,2025-05-26 19:41:14.343597+00,
